country,area,event,description,source
Canada,Emergency powers,Did Parliament continue to meet?,1,#N/A
Canada,Emergency powers,Rule-making powers dependent emergency?,Yes (at the state level) [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-3
Canada,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
Canada,Emergency powers,Type of parliamentary scrutiny (general),"Ex post [Part III.A] - At the federal level, the House of Commons does have an oversight role over the decree and regulation-making powers of the executive, exercised primarily by addressing questions to the Prime Minster and other Ministers. However, Parliament adjourned on 13 March 2020, after having ‘expedited the passage of legislation authorizing the executive to spend without prior parliamentary approval for a period of three and a half months.",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15#law-occ19-e15-div2-6
Canada,Emergency powers,Type of parliamentary scrutiny (per instrument),"No parliamentary scrutiny per instrument at the federal level (questions [Part III.A]); in Ontario, no parliamentary scrutiny per instrument (emergency measures are extended for 30 days at a time by the Lieutenant Governor); ibid for BC.",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-6
Canada,Emergency powers,Amendment possible?,NA.,NA.
Canada,Emergency powers,Approval by 'package',Not mentioned.,NA.
Canada,Emergency powers,What are fast-track procedures used for?,Yes - for the adoption of Covid-19 related legislation [Part III.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-7
Canada,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Canada,Emergency powers,Ex post judicial review,Yes [Part II.C and III.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-4 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-8
Canada,Emergency powers,What type of statute for emergency powers?,1,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-3
Canada,Emergency powers,General - sunset provisions,"Yes - they vary according to the state [Part II.C]. In British Columbia, parts of legislation are to be repealed in one year, wherears others are permanent [Part II.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-4
Canada,Emergency powers,Sunset provision - emergency declaration,"Depends on the state - in British Columbia, a state of emergency expire after 14 days [Part II.C].",#N/A
Canada,Emergency powers,Sunset provision - statute,Depends on the state.,#N/A
Canada,Emergency powers,Sunset provision - individual regulations,"Depends on the state - in Ontario, regulations expire after 14 days and Orders made under the Emergency Management and Civil Protection Act need to be extended for 30 days [Part II.C]. In BC, an order must specify the circumstances under which it expires [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-4
Canada,Emergency powers,Renewal - emergency declaration,"Depends on the state - in BC, a state of emergency can be extended by another 14 days [Part II.C].",#N/A
Canada,Emergency powers,Renewal - statute,Depends on the state.,#N/A
Canada,Emergency powers,Renewal - individual regulations,"Depends on the state - in Ontario, regulations can be extended before they are revoked for periods no longer than 14 days, and Orders made under the Emergency Management and Civil Protection Act can be further extended by 30 days [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-4
Canada,Emergency powers,Derogation,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-2
Canada,Emergency powers,Opposition from opposition parties,"Yes - for example, the federal relief package received broad support [Part II.B] but there were complaints by opposition parties with regards to the political constraints imposed on Parliament [Part III.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div2-7
Canada,Emergency powers,Constitutional changes,No changes [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e15?prd=OCC19#law-occ19-e15-div1-2
Canada,Emergency powers,Miscellaneous,NA.,#N/A
Chile,Emergency powers,Declaration of emergency,Yes (state of catastrophe by reason of public calamity - 18 March 2020) [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-2
Chile,Emergency powers,Constitutional,Yes [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-2
Chile,Emergency powers,Statutory,No - Decree 4 declared a public health emergency/alert [Part II.A and C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-4
Chile,Emergency powers,Suspension of bill of rights,No - only mentions restrictions but no general suspension [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-2
Chile,Emergency powers,Suspension/postponement of elections,"Postponed (for the constitution-making process - the first stage of the process was a plebiscite to be held on 26 April 2020, in which the citizens were to be asked whether they wanted a new Constitution. The electoral process in general was postponed for at least six months. Law 21,221, published on 26 March 2020, amended the Constitution to indicate that the first plebiscite in the constitution-making process was to take place six months later, on 25 October, and postponed local government and regional government elections to April 2021. No other elections have been postponed on public health grounds during the pandemic. On 25 October 2020, the referendum was finally held.) [Part III.D].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-9
Chile,Emergency powers,Stay-at-home orders,Yes - 'dynamic quarantines' [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div3-14
Chile,Emergency powers,Sunset provisions on stay-at-home orders,Not mentioned.,NA.
Chile,Emergency powers,"Stay-at-home orders
proper (timewise)?",Yes (emergency declaration 18 March 2020 / mobility restrictions 20 March 2020).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div3-14
Chile,Emergency powers,Parliament continued to meet?,Light interruption with light slowdown in activities: Parliament was in operation all pandemic (through virtual meetings) [Part III.B]. There were no complaints.,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-7
Chile,Emergency powers,Did Parliament continue to meet?,1,#N/A
Chile,Emergency powers,Rule-making powers dependent emergency?,Yes - for both the state of catastrophe [Part II.A] and Decree 4 [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-4
Chile,Emergency powers,Ex ante judicial review,Yes for Decree 4 (the Office of the Comptroller-General (exclusively on legal grounds) can review the legality of decrees) [Part II.C]. No (not mentioned for the state of catastrophe).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-4
Chile,Emergency powers,Type of parliamentary scrutiny (general),No parliamentary scrutiny de facto [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-6
Chile,Emergency powers,Type of parliamentary scrutiny (per instrument),"No parliamentary scrutiny (there is no ongoing legislative oversight of presidential rule-making powers in Chile [Part III.A]. Indeed, the Congress cannot directly terminate a decree or resolution [Part III.A]).",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-6
Chile,Emergency powers,Amendment possible?,NA.,NA.
Chile,Emergency powers,Approval by 'package',Not mentioned.,NA.
Chile,Emergency powers,What are fast-track procedures used for?,Not mentioned.,NA.
Chile,Emergency powers,Existence of coalition committees,Yes - 'Special Investigative Commissions' [Part III.A] (bipartisan committees established by a 2/5 vote in the Chamber of Deputies to gather information on the Government's activities).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-6
Chile,Emergency powers,Ex post judicial review,Yes - courts cannot review a declaration of a state of exception but judicial review for particular measures is possible [Part III.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-8
Chile,Emergency powers,What type of statute for emergency powers?,1,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-3
Chile,Emergency powers,General - sunset provisions,Yes for the state of catastrophe: must be extended by National Congress after 180 days.  Otherwise no. The President of the Republic also needs congressional assent for declaring the state of catastrophe for more than a year [Part II.A]. Yes for Decree 4 (one year) [Part II.C and III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-4 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-6
Chile,Emergency powers,Sunset provision - emergency declaration,Yes [Part II.A].,#N/A
Chile,Emergency powers,Sunset provision - statute,Yes [Part II.C and III.A].,#N/A
Chile,Emergency powers,Sunset provision - individual regulations,No [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-4
Chile,Emergency powers,Renewal - emergency declaration,"Yes -  for the state of catastrophe - initial declaration of state of catastrophe placed the country under a public calamity for 90 days, then renewed thrice, for 90 days [Part II.A].",#N/A
Chile,Emergency powers,Renewal - statute,Yes  for Decree 4 [Part II.C] (but no need for Congress' approval [Part III.A]).,#N/A
Chile,Emergency powers,Renewal - individual regulations,NA.,NA.
Chile,Emergency powers,Derogation,"Yes - from the ACHR, in respect to Article 15 (freedom of assembly) and Article 22 (freedom of movement) [Part II.A].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-2
Chile,Emergency powers,Opposition from opposition parties,See miscellaneous (Congress controlled by the opposition) [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div2-6
Chile,Emergency powers,Constitutional changes,No changes but exacerbated pre-existing tensions [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e5?prd=OCC19#law-occ19-e5-div1-2
Chile,Emergency powers,Miscellaneous,More involvement / leverage for Congress with regards to the Government's economic policies [Part III.A] (otherwise not really possible for Congress to exercise oversight over the executive's actions in the domain of public health [Part III.A]).,#N/A
China,Emergency powers,Declaration of emergency,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div2-2
China,Emergency powers,Constitutional,NA [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div2-2
China,Emergency powers,Statutory,NA [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div2-2
China,Emergency powers,Suspension of bill of rights,Yes - not officially but de facto [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div2-3
China,Emergency powers,Suspension/postponement of elections,"No (China does not conduct referendums, and direct elections are only conducted at the county and township levels. The new direct election is due in the first half of 2021, and at the time of writing, this election is scheduled to be conducted as originally planned) [Part III.D].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div2-9
China,Emergency powers,Stay-at-home orders,Yes [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div3-14
China,Emergency powers,Sunset provisions on stay-at-home orders,Not mentioned.,NA.
China,Emergency powers,"Stay-at-home orders
proper (timewise)?",NA (there was no emergency declaration although mobility restrictions were imposed).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div3-14
China,Emergency powers,Parliament continued to meet?,Mild interruption with important slowdown in activities: the annual meeting of the National People's Congress was postponed and later held in a shorter session from 22 to 28 May 2020. Standing committees could not really proceed with their work. Very little information regarding disruption and the encountered difficulties was available [Part III.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div2-7
China,Emergency powers,Did Parliament continue to meet?,1,#N/A
China,Emergency powers,Rule-making powers dependent emergency?,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div2-2
China,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
China,Emergency powers,Type of parliamentary scrutiny (general),No parliamentary scrutiny [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div2-6
China,Emergency powers,Type of parliamentary scrutiny (per instrument),De facto no parliamentary scrutiny [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div2-6
China,Emergency powers,Amendment possible?,NA.,NA.
China,Emergency powers,Approval by 'package',NA.,NA.
China,Emergency powers,What are fast-track procedures used for?,No - no new laws issued [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div2-3
China,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
China,Emergency powers,Ex post judicial review,No - theoretically some orders could be challenged in courts but it does depend on the legal source of the orders [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e22?prd=OCC19#law-occ19-e22-div2-4
